barang,14792	
	
sesuai,10920	
	
cepat,8682	
	
dan,7689	
	
bagus,7350	
	
dengan,5384	
	
sudah,5332	
	
baik,4416	
	
sampai,4377	
	
pengiriman,4337	
	
terima,4095	
	
respon,3757	
	
gan,3655	
	
kasih,3274	
	
pesanan,3032	
	
produk,2944	
	
seller,2937	
	
mantap,2904	
	
diterima,2750	
	
deskripsi,2705	
	
packing,2327	
	
thanks,2203	
	
nya,2180	
	
barangnya,1831	
	
fast,1719	
	
oke,1705	
	
kualitas,1693	
	
sangat,1686	
	
berfungsi,1642	
	
rapi,1585	
	
saya,1580	
	
terimakasih,1555	
	
harga,1537	
	
semoga,1528	
	
gambar,1385	
	
awet,1367	
	
recommended,1344	
	
good,1314	
	
makasih,1271	
	
juga,1203	
	
yang,1202	
	
banget,1198	
	
dgn,1161	
	
sdh,1155	
	
ada,1101	
	
tapi,1081	
	
ini,969	
	
sukses,959	
	
sampe,874	
	
udah,838	
	
